GEOID,Total Population,18-21 years,22-29 years,30-39 years,40-49 years,65 years and over,Hispanic,Black non-Hispanic,Other non-Hispanic,White non-hispanic,Male,Female,Education Total,Less than high school,High school,College,tract_x,tract_y,latitude,longitude,google_loc,Age50_64
48201320700,3849,230,532,592,462,385,2617,323,29,534,1843,2006,2505,829,803,873,320700,3207,29.6713783,-95.2499807,"29.6713783, -95.2499807 (3207)",521
48201320800,5367,360,635,740,685,434,4906,21,25,374,2733,2634,3011,1583,700,728,320800,3208,29.6598065,-95.2410022,"29.6598065, -95.2410022 (3208)",763
48201320900,7394,515,978,1063,979,518,5487,788,61,954,3698,3696,3966,1298,1228,1440,320900,3209,29.6482198,-95.2348778,"29.6482198, -95.2348778 (3209)",987
48201321000,7508,436,834,1133,987,722,5722,413,51,1200,3804,3704,4612,1724,1482,1406,321000,3210,29.6375273,-95.225317,"29.6375273, -95.225317 (3210)",999
48201321100,7397,424,1192,1340,909,364,4741,795,101,1286,3638,3759,4479,1215,1130,2134,321100,3211,29.6211936,-95.2100853,"29.6211936, -95.2100853 (3211)",913
48201321200,4284,304,639,683,507,165,3503,219,29,503,2165,2119,1985,850,583,552,321200,3212,29.6369249,-95.2004177,"29.6369249, -95.2004177 (3212)",394
48201321300,5546,435,905,866,649,314,4230,544,39,688,2824,2722,2888,1304,517,1067,321300,3213,29.6463959,-95.2143397,"29.6463959, -95.2143397 (3213)",563
48201321401,4383,262,493,685,552,334,3797,36,23,515,2235,2148,2413,724,748,941,321401,3214.01,29.665939,-95.2270082,"29.665939, -95.2270082 (3214.01)",629
48201321402,4248,281,486,624,629,302,3582,47,21,578,2164,2084,2634,1294,715,625,321402,3214.02,29.6566495,-95.2197603,"29.6566495, -95.2197603 (3214.02)",567
48201321500,2985,233,423,470,286,156,2669,77,18,215,1463,1522,1391,781,244,366,321500,3215,29.6650372,-95.2118862,"29.6650372, -95.2118862 (3215)",292
48201321600,6785,418,744,1007,872,639,5255,75,37,1385,3349,3436,3592,1030,1374,1188,321600,3216,29.6772057,-95.2196184,"29.6772057, -95.2196184 (3216)",952
48201321700,3049,152,279,462,366,390,2275,25,22,708,1553,1496,2039,564,473,1002,321700,3217,29.67773,-95.2355903,"29.67773, -95.2355903 (3217)",501
48201321800,4108,319,424,539,578,314,3614,49,14,416,2079,2029,2438,1013,930,495,321800,3218,29.6876863,-95.2376936,"29.6876863, -95.2376936 (3218)",603
48201321900,5855,417,640,774,788,417,4899,49,30,861,2984,2871,2988,1397,1065,526,321900,3219,29.6957699,-95.2248638,"29.6957699, -95.2248638 (3219)",800
48201322000,4258,287,663,780,492,81,3770,156,22,291,2320,1938,2415,1251,668,496,322000,3220,29.7015072,-95.2175148,"29.7015072, -95.2175148 (3220)",360
48201322100,4101,292,526,544,588,245,3333,47,40,657,2098,2003,2272,929,684,659,322100,3221,29.6862136,-95.2110294,"29.6862136, -95.2110294 (3221)",578
48201322200,1688,118,221,235,226,122,1434,15,9,224,867,821,1144,522,389,233,322200,3222,29.7048504,-95.2137873,"29.7048504, -95.2137873 (3222)",197
48201322600,5329,312,639,780,708,425,3318,68,53,1863,2603,2726,3298,701,1192,1405,322600,3226,29.6986487,-95.1560466,"29.6986487, -95.1560466 (3226)",817
48201322700,7400,456,848,1045,919,537,5337,110,57,1881,3622,3778,3987,1384,1545,1058,322700,3227,29.7018006,-95.166594,"29.7018006, -95.166594 (3227)",1104
48201322800,6414,405,651,938,857,479,5220,27,35,1124,3294,3120,3538,1727,1066,745,322800,3228,29.7056151,-95.1818051,"29.7056151, -95.1818051 (3228)",884
48201322900,4186,276,569,585,549,221,3543,47,29,554,2128,2058,2375,1129,782,464,322900,3229,29.7034718,-95.1943063,"29.7034718, -95.1943063 (3229)",509
48201323000,6318,416,943,994,690,328,5420,113,48,717,3138,3180,3257,1712,1033,512,323000,3230,29.6948991,-95.1919944,"29.6948991, -95.1919944 (3230)",603
48201323100,3333,217,490,493,386,199,2734,144,28,415,1699,1634,1621,882,488,251,323100,3231,29.6879241,-95.169993,"29.6879241, -95.169993 (3231)",374
48201323200,5612,351,617,794,710,529,4067,109,53,1356,2799,2813,2658,1106,637,915,323200,3232,29.6869069,-95.1829177,"29.6869069, -95.1829177 (3232)",740
48201323300,3510,231,548,522,413,262,2640,100,43,699,1744,1766,1980,1015,533,432,323300,3233,29.6871648,-95.2011254,"29.6871648, -95.2011254 (3233)",416
48201323400,7431,472,875,1159,897,523,5743,72,57,1541,3743,3688,3961,1500,1325,1136,323400,3234,29.676607,-95.1995552,"29.676607, -95.1995552 (3234)",933
48201323500,5377,386,757,851,610,240,4129,206,41,968,2735,2642,2672,1250,880,542,323500,3235,29.663573,-95.2013272,"29.663573, -95.2013272 (3235)",565
48201323600,8378,465,1007,1118,1146,948,4067,254,95,3724,3964,4414,5062,856,1480,2726,323600,3236,29.647815,-95.1912123,"29.647815, -95.1912123 (3236)",1545
48201323701,4158,269,694,459,417,876,1385,156,75,2395,1906,2252,2488,405,860,1223,323701,3237.01,29.6551252,-95.1769249,"29.6551252, -95.1769249 (3237.01)",725
48201323702,3219,241,429,423,412,290,1370,68,56,1643,1574,1645,2003,204,622,1177,323702,3237.02,29.6453195,-95.1766173,"29.6453195, -95.1766173 (3237.02)",601
48201323801,3896,227,396,539,512,501,2398,31,35,1418,1848,2048,2248,647,761,840,323801,3238.01,29.6743814,-95.1891936,"29.6743814, -95.1891936 (3238.01)",600
48201323802,4844,285,580,614,608,590,3142,81,29,1580,2377,2467,2755,939,802,1014,323802,3238.02,29.673244,-95.1791015,"29.673244, -95.1791015 (3238.02)",685
48201323900,3875,271,493,462,449,504,2297,123,50,1393,1900,1975,2066,698,807,561,323900,3239,29.6744801,-95.1649829,"29.6744801, -95.1649829 (3239)",576
48201324000,5561,329,550,753,895,615,2253,61,55,2774,2707,2854,3650,632,1057,1961,324000,3240,29.6526201,-95.1668761,"29.6526201, -95.1668761 (3240)",1027
48201324100,5540,376,605,807,759,316,4724,62,34,677,2828,2712,3199,1965,919,315,324100,3241,29.7313641,-95.1790857,"29.7313641, -95.1790857 (3241)",839
48201324200,1647,107,195,227,181,136,1550,24,8,58,849,798,947,465,239,243,324200,3242,29.7123998,-95.250456,"29.7123998, -95.250456 (3242)",255
48201330100,8313,527,979,1167,1052,577,4744,3347,53,88,4021,4292,5272,2105,1514,1653,330100,3301,29.6344964,-95.4202061,"29.6344964, -95.4202061 (3301)",1306
48201330200,4243,262,523,586,536,413,2205,1824,38,145,2029,2214,2053,651,584,818,330200,3302,29.6346785,-95.4536495,"29.6346785, -95.4536495 (3302)",618
48201330301,7169,436,697,1379,1083,186,5011,1617,65,224,3484,3685,3945,1605,789,1551,330301,3303.01,29.6404078,-95.4708233,"29.6404078, -95.4708233 (3303.01)",730
48201330302,5527,386,555,729,692,572,3137,2087,54,220,2697,2830,3575,1403,960,1212,330302,3303.02,29.6155676,-95.4760199,"29.6155676, -95.4760199 (3303.02)",896
48201330303,4061,230,605,614,526,235,1989,1789,26,227,2030,2031,2181,618,599,964,330303,3303.03,29.6265735,-95.4983015,"29.6265735, -95.4983015 (3303.03)",605
48201330400,4663,309,551,650,568,374,2499,1931,40,169,2218,2445,2842,963,970,909,330400,3304,29.6160441,-95.4544704,"29.6160441, -95.4544704 (3304)",772
48201330500,4121,283,442,565,483,393,2360,1574,38,144,2043,2078,2482,838,864,780,330500,3305,29.6225436,-95.4304614,"29.6225436, -95.4304614 (3305)",641
48201330600,6424,383,698,888,782,653,2491,3569,52,231,3043,3381,4116,1360,1164,1592,330600,3306,29.6096975,-95.4324492,"29.6096975, -95.4324492 (3306)",1124
48201330700,7796,529,1074,1194,902,399,5079,2342,56,243,3861,3935,4160,1957,1099,1104,330700,3307,29.5978578,-95.4428953,"29.5978578, -95.4428953 (3307)",978
48201330800,8571,382,1304,1767,1026,345,2291,5107,129,772,4057,4514,4149,940,933,2276,330800,3308,29.6021144,-95.3618857,"29.6021144, -95.3618857 (3308)",1164
48201330900,7886,409,1243,1570,945,332,3043,3753,105,676,3736,4150,4029,811,1127,2091,330900,3309,29.6105285,-95.4031606,"29.6105285, -95.4031606 (3309)",946
48201331100,3843,214,457,459,469,428,461,3302,21,53,1772,2071,1957,538,782,637,331100,3311,29.6749553,-95.3691233,"29.6749553, -95.3691233 (3311)",701
48201331200,3473,201,332,425,353,485,222,3166,31,51,1545,1928,1938,458,875,605,331200,3312,29.6635175,-95.3705233,"29.6635175, -95.3705233 (3312)",671
48201331300,4647,243,437,438,600,944,318,4289,21,15,2136,2511,3234,752,1028,1454,331300,3313,29.6465413,-95.3784722,"29.6465413, -95.3784722 (3313)",921
48201331400,2520,173,318,255,197,280,88,2371,24,11,968,1552,1682,306,1122,254,331400,3314,29.654385,-95.360184,"29.654385, -95.360184 (3314)",291
48201331500,7145,318,734,873,924,1363,780,5999,80,222,3271,3874,4800,1194,1288,2318,331500,3315,29.6305535,-95.3733149,"29.6305535, -95.3733149 (3315)",1218
48201331601,6458,406,601,809,797,772,478,5879,37,46,2921,3537,3937,785,1760,1392,331601,3316.01,29.6283281,-95.3481552,"29.6283281, -95.3481552 (3316.01)",1372
48201331602,2340,148,276,298,311,128,338,1898,33,66,1049,1291,1360,492,629,239,331602,3316.02,29.6278814,-95.3182656,"29.6278814, -95.3182656 (3316.02)",366
48201331700,3971,234,384,401,434,704,404,3497,33,34,1805,2166,2463,681,902,880,331700,3317,29.6434456,-95.3322419,"29.6434456, -95.3322419 (3317)",642
48201331800,3682,219,391,402,488,449,439,3152,41,44,1719,1963,2384,583,1014,787,331800,3318,29.6524884,-95.3437917,"29.6524884, -95.3437917 (3318)",626
48201331900,3364,201,286,374,423,630,273,3031,25,29,1588,1776,2325,713,917,695,331900,3319,29.6626734,-95.3466946,"29.6626734, -95.3466946 (3319)",613
48201332000,5593,358,587,558,680,773,1048,4376,47,47,2538,3055,3266,1062,1210,994,332000,3320,29.6722584,-95.3472142,"29.6722584, -95.3472142 (3320)",773
48201332100,3037,219,345,364,394,324,1471,1510,13,39,1503,1534,1845,943,382,520,332100,3321,29.6803818,-95.344385,"29.6803818, -95.344385 (3321)",448
48201332200,4985,322,497,630,648,610,1987,2903,32,52,2467,2518,3298,1513,1032,753,332200,3322,29.6805366,-95.3300429,"29.6805366, -95.3300429 (3322)",828
48201332300,2918,178,278,318,381,462,671,2177,30,34,1381,1537,1855,597,726,532,332300,3323,29.6665461,-95.3234948,"29.6665461, -95.3234948 (3323)",571
48201332400,4271,256,387,459,574,848,557,3603,42,61,1997,2274,3281,656,1350,1275,332400,3324,29.6581951,-95.3305738,"29.6581951, -95.3305738 (3324)",834
48201332500,3257,186,308,369,429,437,1484,1566,19,181,1581,1676,2112,565,764,783,332500,3325,29.6647618,-95.3076091,"29.6647618, -95.3076091 (3325)",642
48201332600,6605,422,754,832,783,735,4130,2129,44,263,3318,3287,4068,1825,1087,1156,332600,3326,29.6749892,-95.3068102,"29.6749892, -95.3068102 (3326)",1080
48201332700,2728,193,325,367,338,239,2466,79,7,163,1392,1336,1815,1111,440,264,332700,3327,29.6850663,-95.3139365,"29.6850663, -95.3139365 (3327)",417
48201332800,4617,328,698,656,568,291,3955,440,15,194,2406,2211,2548,1668,574,306,332800,3328,29.689777,-95.3077088,"29.689777, -95.3077088 (3328)",523
48201332900,5049,327,632,742,602,395,4474,173,28,344,2540,2509,3290,1856,925,509,332900,3329,29.690418,-95.2904739,"29.690418, -95.2904739 (3329)",713
48201333000,3315,230,391,453,460,257,2857,81,8,322,1679,1636,2426,1033,837,556,333000,3330,29.6815377,-95.2852604,"29.6815377, -95.2852604 (3330)",533
48201333100,3663,191,447,566,495,302,1630,693,30,295,1846,1817,2103,773,646,684,333100,3331,29.6765273,-95.2786693,"29.6765273, -95.2786693 (3331)",603
48201333201,4998,369,763,781,613,311,3643,927,38,296,2610,2388,2688,955,769,964,333201,3332.01,29.6693964,-95.2699523,"29.6693964, -95.2699523 (3332.01)",656
48201333202,5674,412,957,875,662,321,3473,1707,40,390,2826,2848,3075,1317,683,1075,333202,3332.02,29.6599819,-95.2646207,"29.6599819, -95.2646207 (3332.02)",763
48201333300,9372,677,1506,1560,1056,331,6381,2043,84,634,4667,4705,4707,1852,1667,1188,333300,3333,29.6382917,-95.254636,"29.6382917, -95.254636 (3333)",907
48201333500,6433,429,1010,988,707,386,4611,1285,61,401,3349,3084,4059,1856,955,1248,333500,3335,29.665636,-95.2823355,"29.665636, -95.2823355 (3335)",859
48201333600,3156,178,320,415,468,314,1902,299,44,876,1625,1531,1809,331,484,994,333600,3336,29.6589549,-95.2992029,"29.6589549, -95.2992029 (3336)",644
48201333700,3156,154,350,480,427,206,2402,222,22,387,1607,1549,2065,799,779,487,333700,3337,29.6350072,-95.2943137,"29.6350072, -95.2943137 (3337)",529
48201333800,9228,532,1144,1441,1177,618,6583,1507,91,835,4654,4574,5587,1709,1815,2063,333800,3338,29.6121926,-95.2837799,"29.6121926, -95.2837799 (3338)",1351
48201333901,8311,428,994,1613,1126,285,5048,1124,93,660,4068,4243,4008,769,1114,2125,333901,3339.01,29.6145166,-95.2619705,"29.6145166, -95.2619705 (3339.01)",869
48201333902,8217,495,1391,1283,1077,410,4845,1405,122,1294,3985,4232,4720,997,1510,2213,333902,3339.02,29.6217835,-95.237683,"29.6217835, -95.237683 (3339.02)",1096
48201334001,3178,184,510,484,360,225,1439,949,70,547,1487,1691,1644,583,350,711,334001,3340.01,29.6164272,-95.2262094,"29.6164272, -95.2262094 (3340.01)",391
48201334002,2089,123,601,406,227,94,730,531,41,625,1056,1033,1210,143,168,899,334002,3340.02,29.6084085,-95.2143178,"29.6084085, -95.2143178 (3340.02)",230
48201334003,5976,385,722,893,725,694,2823,853,91,1795,2909,3067,4211,856,1471,1884,334003,3340.03,29.6051658,-95.2300861,"29.6051658, -95.2300861 (3340.03)",995
48201334100,9914,658,1969,1567,1109,736,2599,5645,131,886,4517,5397,5053,513,1357,3183,334100,3341,29.6545097,-95.4137206,"29.6545097, -95.4137206 (3341)",1316
48201340100,4618,258,928,828,577,143,1704,854,95,1536,2260,2358,2418,269,541,1608,340100,3401,29.5940423,-95.1839995,"29.5940423, -95.1839995 (3401)",597
48201340201,1653,46,102,222,325,179,189,42,62,901,806,847,1183,110,86,987,340201,3402.01,29.6111768,-95.1613028,"29.6111768, -95.1613028 (3402.01)",313
48201340202,4577,187,209,380,1037,321,407,139,123,2620,2310,2267,3261,154,305,2802,340202,3402.02,29.6148646,-95.1253204,"29.6148646, -95.1253204 (3402.02)",970
48201340203,4035,160,206,337,764,417,264,85,79,3035,1998,2037,2847,31,163,2653,340203,3402.03,29.6056093,-95.0982475,"29.6056093, -95.0982475 (3402.03)",1163
48201340301,4278,174,166,188,786,471,322,92,80,2945,2150,2128,2860,179,153,2528,340301,3403.01,29.5935324,-95.1253776,"29.5935324, -95.1253776 (3403.01)",1339
48201340302,6814,267,363,585,1154,966,657,195,163,5103,3376,3438,5210,79,658,4473,340302,3403.02,29.5997387,-95.1142661,"29.5997387, -95.1142661 (3403.02)",1731
48201340400,1358,41,47,54,198,276,95,31,33,1066,670,688,1098,23,81,994,340400,3404,29.5814459,-95.112162,"29.5814459, -95.112162 (3404)",476
48201340500,6367,375,1047,898,832,837,1768,466,140,3560,3209,3158,4749,906,703,3140,340500,3405,29.5662828,-95.121626,"29.5662828, -95.121626 (3405)",967
48201340600,2511,97,145,225,312,547,273,67,35,2021,1239,1272,1935,97,248,1590,340600,3406,29.5758631,-95.1312524,"29.5758631, -95.1312524 (3406)",661
48201340700,7167,301,728,1020,1107,716,1433,439,232,3890,3580,3587,4733,297,831,3605,340700,3407,29.5627712,-95.1346066,"29.5627712, -95.1346066 (3407)",1378
48201340800,5734,241,470,736,1033,385,714,245,170,3749,2886,2848,3838,148,422,3268,340800,3408,29.5814929,-95.1438192,"29.5814929, -95.1438192 (3408)",1369
48201340900,4216,282,967,701,563,161,1220,587,137,1829,2143,2073,2481,303,504,1674,340900,3409,29.5706592,-95.1599779,"29.5706592, -95.1599779 (3409)",548
48201341000,6799,334,1336,1143,887,698,1511,902,190,3719,3316,3483,4727,513,1019,3195,341000,3410,29.551025,-95.1412246,"29.551025, -95.1412246 (3410)",1029
48201341100,3832,320,934,690,463,269,1658,399,96,1540,2039,1793,2128,277,590,1261,341100,3411,29.5399644,-95.1254181,"29.5399644, -95.1254181 (3411)",397
48201341201,3974,257,981,710,421,213,1395,651,107,1692,1945,2029,1942,238,443,1261,341201,3412.01,29.5257658,-95.1129325,"29.5257658, -95.1129325 (3412.01)",469
48201341202,4833,158,518,506,685,936,711,193,132,3645,2394,2439,3759,100,653,3006,341202,3412.02,29.5448151,-95.0873885,"29.5448151, -95.0873885 (3412.02)",1273
48201341301,4864,239,1035,700,641,625,797,371,144,2806,2375,2489,3470,217,723,2530,341301,3413.01,29.5706402,-95.0924781,"29.5706402, -95.0924781 (3413.01)",941
48201341302,3133,197,840,583,344,138,754,335,101,1455,1550,1583,1892,138,198,1556,341302,3413.02,29.5532621,-95.1036441,"29.5532621, -95.1036441 (3413.02)",397
48201341400,5156,207,270,458,839,800,524,172,104,4038,2589,2567,3681,148,547,2986,341400,3414,29.5917279,-95.0695008,"29.5917279, -95.0695008 (3414)",1307
48201341501,6449,316,683,827,1072,659,869,219,150,4994,3252,3197,3812,142,549,3121,341501,3415.01,29.5779743,-95.038054,"29.5779743, -95.038054 (3415.01)",1297
48201341502,3902,199,436,506,717,289,411,177,80,3060,2011,1891,2603,137,236,2230,341502,3415.02,29.5614395,-95.0375896,"29.5614395, -95.0375896 (3415.02)",903
48201341600,5463,237,430,732,878,495,823,151,134,4176,2776,2687,3734,302,908,2524,341600,3416,29.5915772,-95.0124729,"29.5915772, -95.0124729 (3416)",1246
48201341700,2455,102,233,278,368,330,352,123,55,1919,1240,1215,1759,233,554,972,341700,3417,29.6232275,-95.0105383,"29.6232275, -95.0105383 (3417)",625
48201341800,1843,85,131,219,308,207,371,56,30,1370,913,930,1176,208,328,640,341800,3418,29.6339494,-95.0245468,"29.6339494, -95.0245468 (3418)",448
48201342001,6843,422,505,673,1224,530,1243,71,122,4979,3359,3484,4323,173,1186,2964,342001,3420.01,29.6406328,-95.1261843,"29.6406328, -95.1261843 (3420.01)",1760
48201342002,3413,191,441,489,539,257,966,42,50,2022,1664,1749,2179,193,680,1306,342002,3420.02,29.6430471,-95.1519621,"29.6430471, -95.1519621 (3420.02)",619
48201342100,4384,267,443,565,634,350,1863,82,56,2253,2163,2221,2424,438,646,1340,342100,3421,29.6561715,-95.139086,"29.6561715, -95.139086 (3421)",893
48201342200,4217,272,590,615,492,372,2346,125,62,1631,2104,2113,2569,743,939,887,342200,3422,29.6735514,-95.1465361,"29.6735514, -95.1465361 (3422)",697
48201342300,6442,441,757,968,847,447,2776,176,103,3284,3219,3223,3294,817,1172,1305,342300,3423,29.6737001,-95.1312154,"29.6737001, -95.1312154 (3423)",931
48201342400,3104,229,410,533,389,179,1564,94,35,1372,1529,1575,1995,498,641,856,342400,3424,29.6958294,-95.1477075,"29.6958294, -95.1477075 (3424)",429
48201342500,6260,357,592,765,886,935,1338,66,98,4682,3030,3230,4285,576,1441,2268,342500,3425,29.697306,-95.1317655,"29.697306, -95.1317655 (3425)",1345
48201342700,5054,254,538,620,625,677,1074,31,69,3832,2455,2599,3106,219,1022,1865,342700,3427,29.6960655,-95.1188728,"29.6960655, -95.1188728 (3427)",1041
48201342800,8854,455,710,1442,1370,621,1932,99,102,6540,4389,4465,5182,516,1149,3517,342800,3428,29.6927385,-95.1004053,"29.6927385, -95.1004053 (3428)",1564
48201342900,5437,247,526,728,695,598,1307,54,76,3947,2693,2744,3801,402,1302,2097,342900,3429,29.6716312,-95.1049703,"29.6716312, -95.1049703 (3429)",1338
48201343000,7423,536,989,1135,991,544,2487,343,154,4290,3631,3792,4226,766,1267,2193,343000,3430,29.65813,-95.107354,"29.65813, -95.107354 (3430)",1116
48201343100,4629,216,519,660,647,410,1133,212,91,3152,2241,2388,2848,471,939,1438,343100,3431,29.6588158,-95.0784324,"29.6588158, -95.0784324 (3431)",932
48201343200,4944,277,471,754,785,306,1377,197,85,3225,2516,2428,3013,83,907,2023,343200,3432,29.658331,-95.0491078,"29.658331, -95.0491078 (3432)",930
48201343301,4452,240,472,641,649,288,1453,100,78,2767,2239,2213,2785,404,979,1402,343301,3433.01,29.6841022,-95.0651043,"29.6841022, -95.0651043 (3433.01)",911
48201343302,4763,246,520,725,709,304,1265,247,96,3117,2377,2386,2818,369,984,1465,343302,3433.02,29.6705855,-95.0618749,"29.6705855, -95.0618749 (3433.02)",955
48201343600,3317,175,303,395,428,506,1113,257,101,1825,1658,1659,2391,748,818,825,343600,3436,29.7205385,-95.0617793,"29.7205385, -95.0617793 (3436)",657
48201343700,2945,163,299,422,350,334,1069,574,44,1219,1481,1464,1876,598,715,563,343700,3437,29.6374126,-95.0618101,"29.6374126, -95.0618101 (3437)",562
48201350100,15280,738,1279,2398,2126,1674,4568,2496,281,4561,7300,7980,8500,920,2073,5507,350100,3501,29.5758958,-95.2356568,"29.5758958, -95.2356568 (3501)",2553
48201350200,8405,503,912,1213,1063,800,4125,847,128,2697,4177,4228,5616,835,1754,3027,350200,3502,29.5950909,-95.2324542,"29.5950909, -95.2324542 (3502)",1558
48201350300,5904,305,545,675,747,841,2114,785,102,2477,2894,3010,4166,366,1041,2759,350300,3503,29.5828802,-95.2248555,"29.5828802, -95.2248555 (3503)",1397
48201350400,6182,377,750,952,802,436,2957,1099,126,1408,2953,3229,3524,713,1026,1785,350400,3504,29.5956619,-95.2091822,"29.5956619, -95.2091822 (3504)",919
48201350500,6848,394,904,1190,862,499,3489,863,124,1530,3388,3460,3784,960,1262,1562,350500,3505,29.5816669,-95.1957301,"29.5816669, -95.1957301 (3505)",952
48201350601,4115,225,560,631,621,210,922,365,134,2392,1989,2126,2371,171,618,1582,350601,3506.01,29.5545735,-95.1718691,"29.5545735, -95.1718691 (3506.01)",782
48201350602,8714,405,922,1418,1470,474,1686,959,209,4730,4284,4430,4915,435,1016,3464,350602,3506.02,29.5377084,-95.1773666,"29.5377084, -95.1773666 (3506.02)",1434
48201350700,2272,89,187,316,273,351,391,73,67,1721,1115,1157,1410,42,320,1048,350700,3507,29.526809,-95.1859998,"29.526809, -95.1859998 (3507)",524
48201350801,4855,287,671,780,603,427,1283,440,171,2792,2294,2561,2967,312,722,1933,350801,3508.01,29.5249126,-95.1752215,"29.5249126, -95.1752215 (3508.01)",778
48201350802,7084,393,1035,1067,1140,419,1268,648,166,4129,3510,3574,3739,216,659,2864,350802,3508.02,29.5119402,-95.1501899,"29.5119402, -95.1501899 (3508.02)",1200
48201410100,3793,106,979,844,413,288,709,1403,106,1275,1960,1833,2507,389,520,1598,410100,4101,29.7574726,-95.3800221,"29.7574726, -95.3800221 (4101)",403
48201410200,4202,123,1532,1021,492,180,774,136,105,2942,2231,1971,3194,184,458,2552,410200,4102,29.7565001,-95.3917909,"29.7565001, -95.3917909 (4102)",592
48201410300,2621,63,549,556,403,219,379,146,55,1854,1325,1296,2341,272,282,1787,410300,4103,29.7564318,-95.4041075,"29.7564318, -95.4041075 (4103)",614
48201410401,3807,85,651,748,581,372,672,89,83,2781,1915,1892,3210,192,111,2907,410401,4104.01,29.7475136,-95.4063925,"29.7475136, -95.4063925 (4104.01)",983
48201410402,2556,67,469,552,400,172,673,86,61,1582,1441,1115,2134,409,316,1409,410402,4104.02,29.7474979,-95.3987171,"29.7474979, -95.3987171 (4104.02)",589
48201410500,4209,96,879,1105,716,248,740,125,94,2996,2496,1713,3597,151,325,3121,410500,4105,29.7491017,-95.3887341,"29.7491017, -95.3887341 (4105)",896
48201410600,3206,40,1499,707,322,126,435,184,90,2305,1887,1319,2817,33,69,2715,410600,4106,29.7463447,-95.3778118,"29.7463447, -95.3778118 (4106)",397
48201410701,3640,193,773,738,617,310,572,220,72,2647,2090,1550,2805,66,212,2527,410701,4107.01,29.7417855,-95.3898541,"29.7417855, -95.3898541 (4107.01)",782
48201410702,2622,410,637,430,301,173,554,192,62,1563,1551,1071,1653,104,183,1366,410702,4107.02,29.7364114,-95.389779,"29.7364114, -95.389779 (4107.02)",509
48201410800,3818,144,957,905,530,229,984,109,91,2456,2089,1729,2838,411,380,2047,410800,4108,29.7385245,-95.4050078,"29.7385245, -95.4050078 (4108)",597
48201410900,2684,74,663,674,361,182,514,127,52,1845,1425,1259,1955,79,167,1709,410900,4109,29.7328602,-95.3980506,"29.7328602, -95.3980506 (4109)",467
48201411000,4162,49,1131,871,506,498,462,135,68,3159,2061,2101,2810,24,126,2660,411000,4110,29.7377889,-95.4177006,"29.7377889, -95.4177006 (4110)",828
48201411100,3450,66,266,395,530,574,343,101,46,2754,1680,1770,2561,90,195,2276,411100,4111,29.7503727,-95.4140804,"29.7503727, -95.4140804 (4111)",901
